MMS Id,Author,Creator,Language,Language Code,Material Type,Place of Publication - City,Place of Publication - Country,Place of Publication - State,Publication Date,Publication Place,Publisher,Subjects,Title,Author (contributor),Requests
9926800373604107,"Berkeley, George, 1685-1753.","Berkeley, George",English,eng,Book,,United Kingdom,England,M DCC LXVII. [1767],London: :,Printed (by assignment from the executors of the late Mr Tonson) for J Beecroft in Pater-noster Row,1700 - 1799; Apologetics--Early works to 1800.; Apologetics--History--18th century.; Free thought--Controversial literature.; Apologetics.; Free thought.; Controversial literature.; Early works.; History.,"Alciphron: or, The minute philosopher. : In seven dialogues. Containing an apology for the Christian religion, against those who are called free-thinkers.",Columbian College in the District of Columbia. Library. former owner.,1
9926787493604107,"Henke, Heinrich Konrad, 1752-1809.","Henke, Heinrich Konrad",German,ger,Book,,Germany,,1804-1823.,Braunschweig :,Verlag der Schulbuchhandlung,Church history.,Allgemeine Geschichte der christlichen Kirche nach der Zeitfolge /,Columbian College in the District of Columbia. Library. former owner.,1
9925141733604107,"Wilson, Alexander, 1766-1813.","Wilson, Alexander",English,eng,Book,,United States,Pennsylvania,1808-14.,"Philadelphia,",Bradford and Inskeep,Birds--Pictorial works.; Birds--United States.; Birds.; United States.; Pictorial works.,"American ornithology; or, The natural history of the birds of the United States: illustrated with plates, engraved and colored from original drawings taken from nature.","Columbian College in the District of Columbia. Library. former owner.; Ord, George, 1781-1866.",0
9926454473604107,"Blair, Hugh, 1718-1800.","Blair, Hugh",English,eng,Book,,United States,New Jersey,1813,New Brunswick :,L Deare,"Literature--History and criticism.; English language--Rhetoric.; Literature.; Rhetoric.; Criticism, interpretation, etc.",An abridgement of lectures on rhetoric /,Columbian College in the District of Columbia. Library. former owner.,0
9923860213604107,"Snowden, Edgar.","Snowden, Edgar.",English,eng,Book,,United States,District of Columbia,1837,Washington :,P Force,Fourth of July orations.,"An address delivered before the Enosinian Society of the Columbian College, D.C., July 4, 1837 /",Enosinian Society (George Washington University); Columbian College in the District of Columbia. Library. former owner.,0
9926761383604107,"Noble, James, Orientalist.","Noble, James",English,eng,Book,,United Kingdom,Scotland,1820,Edinburgh :,Printed by C Stewart for Waugh and Innes,"Arabic language--Vocabularies, glossaries, etc.","An Arabic vocabulary and index for Richardson's Arabic grammar : in which the words are explained according to the parts of speech, and the derivatives are traced to their originals in the Hebrew, Chaldee, and Syriac languages ... /","Columbian College in the District of Columbia. Library. former owner.; Richardson, John, 1740 or 1741-1795?",0
9925532693604107,"Sharpe, Gregory, 1713-1771.","Sharpe, Gregory",English,eng,Book,,United Kingdom,England,1755,"London,",Printed for John Millan,1700 - 1799; Christianity--Early works to 1800.; Church history--18th century.; Christianity.; Church history.; Early works.,"An argument in defence of Christianity, taken from the concessions of the most antient adversaries, Jews and pagans, philosophers and historians. In which is shewn, the different state of infidelity in those early times, from what it now is. To which is added, an apology for some of the first Christian fathers; with some remarks upon the genuineness of the four gospels.",Columbian College in the District of Columbia. Library. former owner.,1
9925560383604107,,"Bedell, William",Irish,gle,Book,,United Kingdom,England,1817,London :,British and Foreign Bible Society,"Provenance--British and Foreign Bible Society.; Provenance--Gabelentz, H.L.; Provenance--Gabelentz-Polmwitz, B.D.--Bookplate.",An Biobla Naomhtha.,"Columbian College in the District of Columbia. Library. former owner.; O'Domhnuill, Huilliam, -1628.; Bedell, William, 1571-1642.",1
9926765073604107,"Locke, John, 1632-1704.","Locke, John",English,eng,Book,,United States,New York,1818,New York :,Richard Scott,"Knowledge, Theory of.",An essay concerning human understanding /,Columbian College in the District of Columbia. Library. former owner.,0
9926787743604107,"Locke, John, 1632-1704.","Locke, John",English,eng,Book,,United States,Vermont,1806,"Brattleboro, Vt.",Printed by William Fessenden for Thomas and Andrews and John West Boston,"Knowledge, Theory of.",An essay concerning human understanding.,Columbian College in the District of Columbia. Library. former owner.,2
9925493753604107,"Locke, John, 1632-1704.","Locke, John",English,eng,Book,,United Kingdom,England,MDCCVI [1706],London :,Printed for Awnsham and John Churchill at the Black Swan in Pater-Noster-Row and Samuel Manship at the Ship in Cornhill near the Royal Exchange,"Knowledge, Theory of.; Autographs (Provenance)--18th century.",An essay concerning humane understanding : in four books /,"Columbian College in the District of Columbia. Library. former owner.; A. and J. Churchill (Booksellers : London, England), bookseller.; Serle, Rob, former owner.; Ogden, C. K. 1889-1957, former owner. (Charles Kay),; Manship, S. bookseller. (Samuel),",0
9922235653604107,"Adams, George, 1750-1795.","Adams, George",English,eng,Book,,United Kingdom,England,1799,London :,Printed by J Dillon and Company for and sold by W and S Jones,"Galvani, Luigi,--1737-1798.; Electricity--Early works to 1850.; Electricity.; Early works.","An essay on electricity : explaining the principles of that useful science, and describing the instruments, contrived either to illustrate the theory, or render the practice entertaining : illustrated with six plates. To which is added, a letter to the author, from Mr. John Birch, surgeon, on the subject of medical electricity /","Columbian College in the District of Columbia. Library. former owner.; Birch, John, 1745?-1815.; Jones, William, 1763-1831.",0
9926812553604107,"Farmer, Hugh, 1714-1787.","Farmer, Hugh",English,eng,Book,,United Kingdom,England,1775,"London,",G Robinson,Bible. 1775. New Testament.; Demoniac possession.,An essay on the demoniacs of the New Testament ...,Columbian College in the District of Columbia. Library. former owner.,1
9926750733604107,"Dick, John, 1764-1833.","Dick, John",English,eng,Book,,United States,Massachusetts,1811,Boston:,Published by Lincoln and Edmands numbers 53 Cornhill John Eliot jun printer,Bible Inspiration.; Bible.; Inspiration.,An essay on the inspiration of the Holy Scriptures of the Old and New Testament.,"Columbian College in the District of Columbia. Library. former owner.; Parry, William, 1754-1819.",1
9925493833604107,"King, William, 1650-1729.","King, William",english,eng,Book,,United Kingdom,England,1732,"London,",Printed by F Stephens for W Thurlbourn,Fall of man.; Good and evil.; Predestination.,"An essay on the origin of evil,","Columbian College in the District of Columbia. Library. former owner.; Law, Edmund, 1703-1787, editor.",2
9925531663604107,"King, William, 1650-1729.","King, William",english,eng,Book,,United Kingdom,England,1758,Cambridge :,Printed for W Thurlbourn and J Woodyer in Cambridge and J Beecroft London,Fall of man.; Good and evil.; Predestination.,An essay on the origin of evil. /,"Columbian College in the District of Columbia. Library. former owner.; Law, Edmund, 1703-1787.; Gay, John, 1699-1745.",1
9925493613604107,"Sykes, Arthur Ashley, 1683 or 1684-1756.","Sykes, Arthur Ashley",english,eng,Book,,United Kingdom,England,MDCCXLIV [1744],London :,Printed for J and P Knapton,"Newton, Isaac,--1642-1727.--Chronology of ancient kingdoms amended.; Warburton, William,--1698-1779.--Divine legation of Moses.; Warburton, William,--1698-1779.--Divine legislation of Moses.; Bible Chronology Early works to 1800.; Bible.; Chronology of ancient kingdoms amended (Newton, Isaac); Divine legation of Moses (Warburton, William); Eschatology, Jewish--Early works to 1800.; Theocracy.; Chronology.; Early works.; Errata lists (Publishing)--Great Britain--18th century.","An examination of Mr. Warburton's account of the conduct of the antient legislators, of the double doctrine of the old philosophers, of the theocracy of the Jews, and of Sir Isaac Newton's Chronology /","Thomas Jefferson Library Collection (Library of Congress); Columbian College in the District of Columbia. Library. former owner.; Jefferson, Thomas, 1743-1826, former owner.",1
9926808873604107,"More, Henry, 1614-1687.","More, Henry",english,eng,Book,,United Kingdom,England,1660,London :,Printed by J Flesher for W Morden Bookseller in Cambridge,"Christianity.; Christianity--Essence, genius, nature.; English imprints, 17th century, 1660.","An explanation of the grand mystery of Godliness; : or, A true and faithfull representation of the everlasting gospel of our Lord and Saviour Jesus Christ, the onely [sic] begotten son of God and sovereign over men and angels. /","Columbian College in the District of Columbia. Library. former owner.; Morden, William, bookseller.; Flesher, James, -1670, printer.",0
9926188683604107,"Spangenberg, August Gottlieb, 1704-1792.","Spangenberg, August Gottlieb",english,eng,Book,,United Kingdom,England,1796,Bath [England] :,Printed by S Hazard and sold by Henry Haslop London S Hazard Bath Gwer sic and Lamb Bristol and at the settlements and chapels of the congregations of the Brethern in Great-Britain and Ireland,"Moravian Church--Doctrines.; Moravian Church.; Theology, Doctrinal--Early works to 1800.; Theology, Doctrinal.; Controversial literature.","An exposition of Christian doctrine, as taught in the Protestant Church of the United Brethren, or Unitas Fratrum /",Jefferson Exhibit Collection (Library of Congress); Columbian College in the District of Columbia. Library. former owner.,2
9926790313604107,"Pearson, John, 1613-1686.","Pearson, John",English,eng,Book,,United Kingdom,England,1821,London :,JF Dove,Apostles' Creed Early works in 1800.; Creeds.,An exposition of the Creed /,Columbian College in the District of Columbia. Library. former owner.,0
9926747483604107,"Pearson, John, 1613-1686.","Pearson, John",English,eng,Book,,United Kingdom,England,1824,"London,",JF Dove,Apostles' Creed Early works to 1800.; Apostles' Creed.; Creeds.; Early works.,An exposition of the Creed.,"Columbian College in the District of Columbia. Library. former owner.; Dobson, William Stephen, 1793?-1837, editor.",1
9926188963604107,"Henry, Matthew, 1662-1714.","Henry, Matthew",English,eng,Book,,United Kingdom,England,1792-1794.,Newcastle upon Tyne :,Printed by M Angus in the side,Bible Commentaries.; Bible.; Commentaries.,An exposition of the Old and New Testament : in four volumes ... with practical remarks and observations /,Columbian College in the District of Columbia. Library. former owner.,0
9926887433604107,,"Gill, John",English,eng,Book,,United States,Pennsylvania,1817-1819.,"Philadelphia,",Printed by William W Woodward,Bible Commentaries.; Bible.; Commentaries.,"An exposition of the Old Testament, in which are recorded the origin of mankind, of the several nations of the world and of the Jewish nation in particular, the lives of the patriarchs of Israel; the journey of that people from Egypt ... their laws, moral, ceremonial, and judicial ... and their sacred books of devotion ...","Columbian College in the District of Columbia. Library. former owner.; Gill, John, 1697-1771.",0
9926561783604107,"Day, Jeremiah, 1773-1867.","Day, Jeremiah",English,eng,Book,,United States,Connecticut,1814,"New Haven,",Howe and Deforest,Algebra.,"An introduction to algebra; being the first part of a course of mathematics, adapted to the method of instruction in the American colleges.",Columbian College in the District of Columbia. Library. former owner.,0
9926554803604107,"Cummings, J. A. 1772-1820. (Jacob Abbot),","Cummings, J. A. ",English,eng,Book,,United States,New York,1822,New York :,Collins and Company,Geography--Textbooks.; Geography.; Textbooks.,"An introduction to ancient and modern geography : on the plan of Goldsmith and Guy ; comprising rules for projecting maps, with an atlas /",Columbian College in the District of Columbia. Library. former owner.,0
9926781973604107,"Horne, Thomas Hartwell, 1780-1862.","Horne, Thomas Hartwell",english,eng,Book,,United Kingdom,England,1822,London :,T Cadell,Bible Bibliography.; Bible Introductions.; Bible.; Bibliography.; Introductions.,An introduction to the critical study and knowledge of the Holy Scriptures /,Columbian College in the District of Columbia. Library. former owner.,4
9924637383604107,"Pufendorf, Samuel, Freiherr von, 1632-1694.","Pufendorf, Samuel",english,eng,Book,,United Kingdom,England,1700,"London,",Printed for Thomas Newborough and Martha Gilliflower,Europe--History.; Europe.; History.,An introduction to the history of the principal kingdoms and states of Europe.,"Columbian College in the District of Columbia. Library. former owner.; Crull, Jodocus, -1713?, translator.",1
9926139883604107,"Clarke, John, 1687-1734.","Clarke, John",english,eng,Book,,United Kingdom,England,1790,London :,Printed by M Brown for JF and C Rivington and 14 others,Latin language--Composition and exercises.,"An introduction to the making of Latin : comprising after an easy, compendius method, the substance of the Latin syntax, with proper English examples, most of them translation from the classic authors, in one column, and the Latin words in another ; to which is subjoined, in the same method, a succinct account of the affairs of ancient Greece and Rome, intended at once to bring boys acquanted with history, and the idiom of the Latin tongue ... /",Columbian College in the District of Columbia. Library. former owner.,0
9925593583604107,,"O'Domhnuill, Huilliam",english,gle,Book,,United Kingdom,England,1820,London :,Printed by Richard Watts for the British and Foreign Bible Society,,An Tiomna Nuadh ar Dtighearna agus ar Slanuigheora Iosa Criosd ... /,"Columbian College in the District of Columbia. Library. former owner.; British and Foreign Bible Society.; O'Domhnuill, Huilliam, -1628.",1
9926521133604107,"Almon, John, 1737-1805.","Almon, John",english,eng,Book,,United Kingdom,England,1810,London :,Longman,"Pitt, William,--Earl of Chatham,--1708-1778.; 1714 - 1789; Statesmen--Great Britain--Biography.; Politics and government; Statesmen.; Great Britain--Politics and government--1714-1760.; Great Britain--Politics and government--1760-1789.; Great Britain.; Biography.","Anecdotes of the life of the Right Hon. William Pitt, earl of Chatham, and of the principal events of his time : with his speeches in Parliament, from the year 1736 to the year 1778.",Columbian College in the District of Columbia. Library. former owner.,1
9926726393604107,"South, Robert, 1634-1716.","South, Robert",english,eng,Book,,United Kingdom,England,1693,London :,Printed for Randal Taylor near Stationers-Hall,"Sherlock, William,--1641?-1707.--Vindication of the doctrine.; Trinity--Early works to 1800.","Animadversions upon Dr. Sherlock's book, entituled A vindication of the holy and ever-blessed Trinity, andc. : together with a more necessary vindication of that sacred, and prime article of the Christian faith from his new notions, and false explications of it : humbly offered to his admirers, and to himself the chief of them /",Columbian College in the District of Columbia. Library. former owner.,1
9926788303604107,"Cleland, James, 1770-1840.","Cleland, James",english,eng,Book,,United Kingdom,Scotland,1816,"Glasgow,",Printed by J Hedderwick,Glasgow (Scotland)--History.; Scotland--Glasgow.; History.,"Annals of Glasgow, comprising an account of the public buildings, charities, and the rise and progress of the city.",Columbian College in the District of Columbia. Library. former owner.,0
9926795163604107,"Cave, William, 1637-1713.","Cave, William",English,eng,Book,,United Kingdom,England,1687,London :,Printed by BW for Richard Chiswell,"30 - 600; Church history--Primitive and early church, ca. 30-600.; Fathers of the church--Biography.; Christian biography.; Church history--Primitive and early church.; Fathers of the church.; Biography.","Apostolici: or, The history of the lives, acts, death, and martyrdoms of those who were contemporary with, or immediately succeeded the apostles. : As also the most eminent of the primitive fathers for the first three hundred years. To which is added, a chronology of the three first ages of the church. /",Columbian College in the District of Columbia. Library. former owner.,0
9926766503604107,"Newton, Isaac, 1642-1727.","Newton, Isaac",Latin,lat,Book,,United Kingdom,England,A.D. MDCCVII. [1707],Cantabrigiae [Cambridge] :,Impensis Benj Tooke; Typis academicis,"Algebra--Early works to 1800.; Geometry, Analytic--Early works to 1800.; Equations, Theory of.; Algebra.; Geometry, Analytic.; Cornermarks.; Early works.; Fine paper printings--England--Cambridge--18th century.","Arithmetica universalis ; sive, De compositione et resolutione arithmetica liber. : Cui accessit Halleiana Aequationum radices arithmetice inveniendi methodus : In usum juventutis academicae.","Columbian College in the District of Columbia. Library. former owner.; Halley, Edmond, 1656-1742.; Whiston, William, 1667-1752.",0
9925347133604107,"Derham, W. 1657-1735. (William),","Derham, W.",English,eng,Book,,United Kingdom,England,1721,London :,Printed by W and J Innys,"Astronomy.; God--Proof, Cosmological.; Religion and science.","Astro-theology, or, A demonstration of the being and attributes of God : from a survey of the heavens ... /",Columbian College in the District of Columbia. Library. former owner.,1
9925347143604107,"Derham, W. 1657-1735. (William),","Derham, W.",english,eng,Book,,"No place, unknown, or undetermined",,1743,"[Place of publication not identified],",,Astronomy.; Religion and science.,"Astro-theology: or, A demonstration of the being and attributes of God, from a survey of the heavens ...",Columbian College in the District of Columbia. Library. former owner.,1
9926802773604107,"Ferguson, James, 1710-1776.","Ferguson, James",english,eng,Book,,United States,Pennsylvania,1817,Philadelphia :,Printed by and for Abraham Small,Astronomy.,Astronomy : explained upon Sir Isaac Newton's Principles /,"Columbian College in the District of Columbia. Library. former owner.; Brewster, David, 1781-1868, editor.",0
9926147383604107,"Ferguson, James, 1710-1776.","Ferguson, James",English,eng,Book,,United Kingdom,England,1790,London :,Printed for J F and C Rivington T Longman B Law J Johnson GGJ and J Robinson T Cadell J Bew J Murray R Baldwin W Lowndes W Bent and J Evans,"Newton, Isaac,--1642-1727.--Principia.; Astronomy--Early works to 1800.; Celestial mechanics--Early works to 1800.; Venus (Planet)--Transit--1761.; Binders' instructions (Binding)--England--London--1790.; Engravings--England--London--1790.; Maps--World--1790.","Astronomy explained upon Sir Isaac Newton's Principles : and made easy to those who have not studied mathematics : To which are added, a plain method of finding the distances of all the planets from the sun, by the transit of Venus over the sun's disc, in the year 1761 ; An account of Mr. Horrox's observation of the transit of Venus in the year 1639, and, of the distances of all the planets from the sun, as deduced from observations of the transit in the year 1761 /","J., F., and C. Rivington (Firm), bookseller.; G. G. J. and J. Robinson (Paternoster-Row, London, England), bookseller.; Columbian College in the District of Columbia. Library, former.; Mynde, James, 1702-1771, engraver.; Murray, John, 1737-1793, bookseller.; Lowndes, W. bookseller. (William),; Longman, Thomas, 1731-1797, bookseller.; Law, B. -1798, bookseller. (Bedwell),; Johnson, Joseph, 1738-1809, bookseller.; Horrocks, Jeremiah, 1617?-1641.; Evans, James (Bookseller); Child, G., engraver.; Cadell, T. 1742-1802, bookseller. (Thomas),; Bew, John, -1793, bookseller.; Bent, William, 1747-1823, bookseller.; Baldwin, R. 1737-1810, bookseller. (Robert),",0
9926804453604107,"Ferguson, James, 1710-1776.","Ferguson, James",English,eng,Book,,United Kingdom,England,MDCLXXIII [id est 1773],London :,Printed for W Strahan J and F Rivington W Johnston J Hinton T Longman and 6 others,Astronomy--Early works to 1800.; Astronomy.; Early works.,"Astronomy explained upon Sir Isaac Newton's principles, and made easy to those who have not studied mathematics : to which are added, a plain method of finding the distances of all the planets from the sun, by the transit of Venus over the sun's disc, in the year 1761 ... /","Columbian College in the District of Columbia. Library, former owner.",0
9926145773604107,"Ferguson, James, 1710-1776.","Ferguson, James",English,eng,Book,,United Kingdom,England,1770,"London,",Strahan,Astronomy--Early works to 1800.; Astronomy.; Early works.,"Astronomy explained upon Sir Isaac Newton's Principles, and made easy to those who have not studied mathematics.","Columbian College in the District of Columbia. Library. former owner.; Horrocks, Jeremiah, 1617?-1641.",0
9926152933604107,"Bell, John, 1745-1831.","Bell, John",English,eng,Book,,United Kingdom,England,M. DCC. XC. [1790],London :,Printed by and for J Bell bookseller to His Royal Highness the Prince of Wales at the British Library Strand,Mythology--Dictionaries--Early works to 1800.; Mythologie--Dictionnaires anglais--Ouvrages avant 1800.; Mythology.; Dictionaries.; Early works.,"Bell's New pantheon, or, Historical dictionary of the gods, demi-gods, heroes, and fabulous personages of antiquity : also, of the images and idols adored in the pagan world; together with their temples, priests, altars, oracles, fasts, festivals, games, andc. as well as descriptions of their figures, representations, and symbols, collected from statues, pictures, coins, and other remains of the ancients. : The whole designed to facilitate the study of mythology, history, poetry, painting, statuary, medals, andc. andc. and compiled from the best authorities. Richly embellished with characteristic prints. ; In two volumes.",Columbian College in the District of Columbia. Library. former owner.,0
9924982103604107,,Columbian College in the District of Columbia. Library.,Danish,dan,Book,,Denmark,,1819,Kiøbenhavn :,Det Kongelige Baisenhus,,Bible : det er den ganske hellige Skrifts Bøger /,Columbian College in the District of Columbia. Library. former owner.,1
9926825333604107,,Columbian College in the District of Columbia. Library.,English,eng,Journal,,United Kingdom,England,1815,London.,,Bible Periodicals.; Bible.; Theology--Periodicals.; Theology.; Periodical publications.- London.; Periodicals.,Bible magazine and theological review.,Columbian College in the District of Columbia. Library. former owner.,0
9925529043604107,,Columbian College in the District of Columbia. Library.,Polish,pol,Book,,Germany,,1810,Berlin :,Späthen,,Biblia : ... według Edyeyi Biblii Gdańskiey w Roku 1632 wydaney ulożone a teraz dla Pożytky Zborów Polskich Protestańskich podług Biblii Królewieckiey w Roku 1738 wydaney na nowo przedrukowane.,Columbian College in the District of Columbia. Library. former owner.,1
9926188453604107,"Greville, Charles Francis, 1749-1809.","Greville, Charles Francis",English,eng,Book,,United Kingdom,England,1795,"London,",Printed for R Faulder,East India Company.; Revenue--India--History.; Politics and government; Revenue.; India--History.; India--Politics and government.; India.; History.,"British India analyzed. The provincial and revenue establishments of Tippoo Sultaun and of Mahomedan and British conquerors in Hindostan, stated and considered.",Columbian College in the District of Columbia. Library. former owner.,3
9926828063604107,"Schoenemann, Karl Traugott Gottlob, 1765-1802.","Schoenemann, Karl Traugott Gottlob",latin,lat,Book,,Germany,,1792-94.,"Lipsiae,",In libraria Weidmannia,"Fathers of the church, Latin--Bio-bibliography.; Fathers of the church, Latin.; Bio-bibliography.","Car. Traugott Gottlob Schoenemann ... Bibliotheca historico-literaria Patrum Latinorum a Tertulliano principe vsque ad Gregorium M. et Isidorum Hispalensem, ad Bibliothecam Fabricii Latinam accommodata.",Columbian College in the District of Columbia. Library. former owner.,1
9923531323604107,"White, William, 1768-1843.","White, William",English,eng,Book,,United States,New Jersey,1808,"Burlington, N.J. :",Printed for the author by SC Ustick,Baptism.,"Christian baptism: exhibiting various proofs that the immersion of believers in water is the only baptism, instituted by Jesus Christ to be continued in the church ; and that the aspersion of infants is an unscriptural innovation ... /",Columbian College in the District of Columbia. Library. former owner.,1
9926719893604107,"Knox, Vicesimus, 1752-1821.","Knox, Vicesimus",English,eng,Book,,United States,Pennsylvania,1804,Philadelphia :,Emmor Kimber,"Paine, Thomas,--1737-1809.--Age of reason.; Age of reason (Paine, Thomas); 1700 - 1799; Apologetics--Early works to 1800.; Apologetics--History--18th century.; Christianity--Early works to 1800.; Church history--18th century.; Apologetics.; Christianity.; Church history.; Early works.; History.","Christian philosophy, or, An attempt to display by internal testimony, the evidence and excellence of revealed religion : with an appendix, on Mr. Paine's pamphlet, on prayer, et cetera /",Columbian College in the District of Columbia. Library. former owner.,1
9926787753604107,"Wahl, Christian Abraham, 1773-1855.","Wahl, Christian Abraham","Greek, Ancient (to 1453)",grc,Book,,Germany,,1822,Lipsiae :,Apud JA Barth,"Greek language, Biblical--Dictionaries--Latin.; Greek language--Dictionaries--Latin.; Greek language, Biblical.; Greek language.; Dictionaries.",Clavis Novi Testamenti philologica usibus scholarum et iuvenum theologiae studiosorum /,Columbian College in the District of Columbia. Library. former owner.,2
9925494373604107,Church of England.,Church of England.,English,eng,Book,,United Kingdom,England,1713,London :,Printed by J Baskett,Ecclesiastical law--Great Britain.; Ecclesiastical law.; Great Britain.,"Codex juris ecclesiastici anglicani, or, The statutes, constitutions, canons, rubricks and articles, of the Church of England, methodically digested under their proper heads : with a commentary, historical and juridical : before it, is an introductory discourse, concerning the present state of the power, discipline and laws, of the Church of England : and after it, an Appendix of instruments, ancient and modern /","Columbian College in the District of Columbia. Library. former owner.; Gibson, Edmund, 1669-1748.",0
9926755893604107,"Michaelis, Johann David, 1717-1791.","Michaelis, Johann David",English,eng,Book,,United Kingdom,England,1814,London :,Printed for FC and J Rivington and Longman Hurst Rees Orme and Brown and A Brown and Company Aberdeen,"Bible. Pentateuch Criticism, interpretation, etc.; Bible. Pentateuch Law.; Bible. Pentateuch.; Jewish law--Early works to 1800.; Jewish law.; Criticism, interpretation, etc.; Early works.",Commentaries on the laws of Moses /,"Columbian College in the District of Columbia. Library. former owner.; Smith, Alexander, D.D.",1
9926765153604107,"Moor, Bernhard de, approximately 1709-1780.","Moor, Bernhard de",latin,lat,Book,,Netherlands,,1761-1771.,"Lugduni-Batavorum,",Johannem Hasebroek,"Marck, Johannes à.--Compendium theologiæ christianæ didactico-elencticum.",Commentarius perpetuus in Johannis Marckii. Compendium theologiae christianae didactico-elencticum.,Columbian College in the District of Columbia. Library. former owner.,0
9923531973604107,"Wolleb, Johannes, 1586-1629.","Wolleb, Johannes",latin,lat,Book,,United Kingdom,England,1760,"Londini,",Typis Hen Woodfall sumptibus T Longman,"Theology, Doctrinal--Early works to 1800.; Theology, Doctrinal.; Early works.","Compendium theologiae Christianae, accuratâ methodo sic adornatum, ut sit ad ss. scripturas legendas, ad locos communes digerendos, ad controversias intelligendas.",Columbian College in the District of Columbia. Library. former owner.,0
9926807903604107,"Estienne, Henri, 1531-1598.","Estienne, Henri","Greek, Ancient (to 1453)",grc,Book,,Switzerland,,anno M. DC. [1600],Genev[ae] :,Oliva Pavli Stephani,"Bible. Greek New Testament. Concordances, Greek.; Bible. New Testament.; Concordances.","Concordantiæ Græcolatinæ Testamenti Novi, nunc primùm plenæ editæ : & diu multúmque desideratæ, vt optimæ duces ad veram vocum illius interpretationem futuræ. Accessit huic editioni svpplementvm eorvm omnivm qvæ ad calcem libri reiecta, quàm quæ omissa desiderari poterant. In his quid præstitum sit, præfixa ad lectorem epistola docet.","Columbian College in the District of Columbia. Library. former owner.; Estienne, Robert, 1503?-1559.; Estienne, Paul, 1566?-1627?; Bèze, Théodore de, 1519-1605.",0
9926157773604107,"Smollett, T. 1721-1771. (Tobias),","Smollett, T.",English,eng,Book,,United Kingdom,England,1763-1768.,London :,Richard Baldwin,"1727 - 1820; Great Britain--History.; Great Britain--History--George II, 1727-1760.; Great Britain--History--George III, 1760-1820.; Great Britain.; History.",Continuation of The complete history of England /,"Columbian College in the District of Columbia. Library, former owner.; Smollett, T. 1721-1771. (Tobias),",5
9926760573604107,"Marcet, Mrs. 1769-1858. (Jane Haldimand),",Marcet,English,eng,Book,,United States,Massachusetts,1820,"Greenfield, Mass. :",Printed published and sold by Denio and Phelps,Chemistry.,"Conversations on chemistry : in which the elements of that science are familiarly explained and illustrated by experiments : from the 5th and latest English edition, revised, corrected, and considerably enlarged : to which are added, notes and observations by an American gentleman /",Columbian College in the District of Columbia. Library. former owner.,0
9926734093604107,"Bézout, Etienne, 1730-1783.","Bézout, Etienne",French,fre,Book,,France,,1810,Paris :,Patris,Geometry.; Trigonometry.,"Cours de mathématiques, a l'usage de la marine et de l'artillerie.","Columbian College in the District of Columbia. Library. former owner.; Peyrard, F. 1760-1822. (François),",0
9926942573604107,"Chambers, Ephraim, approximately 1680-1740.","Chambers, Ephraim",English,eng,Book,,United Kingdom,England,1788-1791.,London :,Printed for JF and C Rivington,Encyclopedias and dictionaries--Early works to 1800.; Encyclopedias and dictionaries.; Early works.,"Cyclopædia:, or, An universal dictionary of arts and sciences : containing an explanation of the terms, and an account of the several subjects, in the liberal and mechanical arts, and the sciences, human and divine : intended as a course of ancient and modern learning /","Columbian College in the District of Columbia. Library. former owner.; Rees, Abraham, 1743-1825.",0
9926751633604107,Katholischer Priester.,Katholischer Priester.,Dutch,dut,Book,,Netherlands,,1820,Te Amsterdam :,Bij de Wed G Warnars en zoon,Bible Study and teaching Catholic Church.,"De bijbel niet, gelijk velen willen : een boek voor priesters alleen, maar ook voor vorst en volk /",Columbian College in the District of Columbia. Library. former owner.,1
9926726223604107,"Brissot de Warville, J.-P. 1754-1793. (Jacques-Pierre),","Brissot de Warville, J.-P.",French,fre,Book,,Switzerland,,1782,"Neuchatel,",Impr de la Société typographique et se vend à Paris chez Desauges,Truth.,"De la verité, ou Méditations sur les moyens de parvenir à la vérité dans toutes les connoissances humaines.",Columbian College in the District of Columbia. Library. former owner.,1
9926755343604107,"Lowth, Robert, 1710-1787.","Lowth, Robert",latin,lat,Book,,United Kingdom,England,1821,Oxonii :,E Typographeo Clarendoniano,"Hare, Francis,--1671-1740.; Richter, Karl Friedrich,--1773-1806.--De aetate libri Jobi.; Weiss, Christian.; Bible. Psalms Criticism, interpretation, etc.; Hebrew language--Metrics and rhythmics.; Hebrew poetry, Biblical--History and criticism.",De sacra poesi Hebraeorum : praelectiones academicae Oxonii habitae /,"Columbian College in the District of Columbia. Library. former owner.; Rosenmüller, Ernst Karl Friedrich,; Michaelis, Johann David,",1
9924852833604107,,Columbian College in the District of Columbia. Medical Department.,English,eng,Book,,United States,District of Columbia,1839,,,"Columbian College in the District of Columbia.--Medical Department--Faculty.; George Washington University.--School of Medicine and Health Sciences--History.; National Medical College (Washington, D.C.)--Faculty.; Columbian College in the District of Columbia.--Medical Department.; George Washington University.--School of Medicine and Health Sciences.; National Medical College (Washington, D.C.); Medical education--Washington (D.C.)--History.; Medical education.; Universities and colleges--Faculty.; Washington (D.C.); History.",Dean's book :,"National Medical College (Washington, D.C.); Columbian College in the District of Columbia. Medical Department.",0
9926757213604107,"Neander, August, 1789-1850.","Neander, August",German,ger,Book,,Germany,,1821-1822.,"Berlin,",F Dümmler,"Johannes--Chrysostomus.; John Chrysostom,--Saint,---407.; Kirchengeschichte.; Zeithintergrund.; Byzantinisches Reich.","Der heilige Johannes Chrysostomus und die Kirche, besonders des Orients, in dessen Zeitalter.",Columbian College in the District of Columbia. Library. former owner.,1
